Rk,Date,Round,Venue,Scorer,Opponent,Start,xG,PSxG,Body Part,Distance,Minute,Score,Goalkeeper,Assist,GCA1,Type,GCA2,Type.1,Notes,Team,League
9,2024-10-26,Matchweek 9,Away,Liam Delap,Brentford,N,0.14,0.6,Left Foot,10.0,86,2-3,Mark Flekken,Leif Davis,Leif Davis,Pass (Live),Cameron Burgess,Pass (Live),Volley,Ipswich Town,Prem
1,2024-08-19,Matchweek 1,Home,Jamie Vardy,Tottenham,Y*,0.43,0.98,Head,5.0,57,0-1,Guglielmo Vicario,Abdul Fatawu Issahaku,Abdul Fatawu Issahaku,Pass (Live),Victor Bernth Kristiansen,Pass (Live),,Leicester City,Prem
2,2024-08-24,Matchweek 2,Away,Wout Faes,Fulham,Y,0.2,0.94,Head,4.0,38,0-1,Bernd Leno,Facundo Buonanotte,Facundo Buonanotte,Pass (Dead),Jamie Vardy,Pass (Live),,Leicester City,Prem
3,2024-08-31,Matchweek 3,Home,Facundo Buonanotte,Aston Villa,N,0.15,0.34,Left Foot,8.0,73,0-2,Emiliano Martínez,Wilfred Ndidi,Stephy Mavididi,Pass (Live),Stephy Mavididi,Take-On,Volley,Leicester City,Prem
4,2024-09-14,Matchweek 4,Away,Jamie Vardy,Crystal Palace,Y*,0.64,0.99,Right Foot,9.0,21,0-0,Dean Henderson,Wilfred Ndidi,Jamie Vardy,Take-On,Wilfred Ndidi,Pass (Live),,Leicester City,Prem
5,2024-09-14,Matchweek 4,Away,Stephy Mavididi,Crystal Palace,Y,0.26,0.9,Right Foot,10.0,46,1-0,Dean Henderson,Wilfred Ndidi,Wilfred Ndidi,Pass (Live),,,Volley,Leicester City,Prem
6,2024-09-21,Matchweek 5,Home,Stephy Mavididi,Everton,Y,0.21,0.95,Right Foot,4.0,73,0-1,Jordan Pickford,,,,,,Deflected,Leicester City,Prem
7,2024-09-28,Matchweek 6,Away,James Justin,Arsenal,Y,0.03,0.1,Head,14.0,47,0-2,David Raya,Facundo Buonanotte,Facundo Buonanotte,Pass (Dead),Jamie Vardy,Fouled,Deflected,Leicester City,Prem
8,2024-09-28,Matchweek 6,Away,James Justin,Arsenal,Y,0.05,0.07,Right Foot,14.0,63,1-2,David Raya,Wilfred Ndidi,Wilfred Ndidi,Pass (Live),Stephy Mavididi,Pass (Live),Volley,Leicester City,Prem
9,2024-10-05,Matchweek 7,Home,Facundo Buonanotte,Bournemouth,Y,0.23,0.69,Left Foot,12.0,16,0-0,Kepa Arrizabalaga,James Justin,Facundo Buonanotte,Take-On,James Justin,Pass (Live),,Leicester City,Prem
10,2024-10-19,Matchweek 8,Away,Facundo Buonanotte,Southampton,Y,0.95,0.99,Right Foot,2.0,64,0-2,Aaron Ramsdale,Abdul Fatawu Issahaku,Abdul Fatawu Issahaku,Pass (Live),Harry Winks,Pass (Live),Volley,Leicester City,Prem
11,2024-10-19,Matchweek 8,Away,Jamie Vardy,Southampton,Y*,0.79,0.96,Right Foot,13.0,74,1-2,Aaron Ramsdale,,Jamie Vardy,Fouled,Abdul Fatawu Issahaku,Shot,,Leicester City,Prem
12,2024-10-19,Matchweek 8,Away,Jordan Ayew,Southampton,N,0.1,0.29,Right Foot,16.0,90+8,2-2,Aaron Ramsdale,Harry Winks,Harry Winks,Pass (Dead),,,Deflected,Leicester City,Prem
13,2024-10-25,Matchweek 9,Home,Jamie Vardy,Nott'ham Forest,Y*,0.52,0.97,Right Foot,4.0,23,0-1,Matz Sels,Harry Winks,Harry Winks,Pass (Live),Stephy Mavididi,Pass (Live),Volley,Leicester City,Prem
1,2024-08-17,Matchweek 1,Away,Diogo Jota,Ipswich Town,Y,0.44,0.92,Left Foot,11.0,60,0-0,Christian Walton,Mohamed Salah,Mohamed Salah,Pass (Live),Trent Alexander-Arnold,Pass (Live),,Liverpool,Prem
2,2024-08-17,Matchweek 1,Away,Mohamed Salah,Ipswich Town,Y,0.41,0.82,Left Foot,7.0,65,1-0,Christian Walton,,Virgil van Dijk,Pass (Live),Ryan Gravenberch,Pass (Live),,Liverpool,Prem
3,2024-08-25,Matchweek 2,Home,Luis Díaz,Brentford,Y,0.42,0.24,Left Foot,16.0,13,0-0,Mark Flekken,Diogo Jota,Diogo Jota,Pass (Live),,,,Liverpool,Prem
4,2024-08-25,Matchweek 2,Home,Mohamed Salah,Brentford,Y,0.43,0.58,Left Foot,12.0,70,1-0,Mark Flekken,Luis Díaz,Luis Díaz,Pass (Live),Alexis Mac Allister,Pass (Live),,Liverpool,Prem
5,2024-09-01,Matchweek 3,Away,Luis Díaz,Manchester Utd,Y,0.29,0.95,Head,5.0,35,0-0,André Onana,Mohamed Salah,Mohamed Salah,Pass (Live),Ryan Gravenberch,Pass (Live),,Liverpool,Prem
6,2024-09-01,Matchweek 3,Away,Luis Díaz,Manchester Utd,Y,0.32,0.72,Right Foot,15.0,42,1-0,André Onana,Mohamed Salah,Mohamed Salah,Pass (Live),Luis Díaz,Pass (Live),,Liverpool,Prem
7,2024-09-01,Matchweek 3,Away,Mohamed Salah,Manchester Utd,Y,0.2,0.77,Left Foot,16.0,56,2-0,André Onana,Dominik Szoboszlai,Dominik Szoboszlai,Pass (Live),Alexis Mac Allister,Pass (Live),,Liverpool,Prem
8,2024-09-21,Matchweek 5,Home,Luis Díaz,Bournemouth,Y,0.13,0.86,Right Foot,15.0,26,0-0,Kepa Arrizabalaga,Ibrahima Konaté,Ibrahima Konaté,Pass (Live),Caoimhín Kelleher,Pass (Live),,Liverpool,Prem
9,2024-09-21,Matchweek 5,Home,Luis Díaz,Bournemouth,Y,0.24,0.26,Left Foot,9.0,28,1-0,Kepa Arrizabalaga,Trent Alexander-Arnold,Trent Alexander-Arnold,Pass (Live),Mohamed Salah,Pass (Live),,Liverpool,Prem
10,2024-09-21,Matchweek 5,Home,Darwin Núñez,Bournemouth,Y,0.06,0.64,Left Foot,16.0,37,2-0,Kepa Arrizabalaga,Mohamed Salah,Mohamed Salah,Pass (Live),Darwin Núñez,Pass (Live),,Liverpool,Prem
11,2024-09-28,Matchweek 6,Away,Ibrahima Konaté,Wolves,Y,0.1,0.12,Head,8.0,45+2,0-0,Sam Johnstone,Diogo Jota,Diogo Jota,Pass (Live),Ryan Gravenberch,Pass (Live),,Liverpool,Prem
12,2024-09-28,Matchweek 6,Away,Mohamed Salah,Wolves,Y,0.79,0.6,Left Foot,13.0,61,1-1,Sam Johnstone,,Diogo Jota,Fouled,Luis Díaz,Pass (Live),,Liverpool,Prem
13,2024-10-05,Matchweek 7,Away,Diogo Jota,Crystal Palace,Y,0.25,0.23,Right Foot,11.0,9,0-0,Dean Henderson,Cody Gakpo,Cody Gakpo,Pass (Live),Kostas Tsimikas,Pass (Live),,Liverpool,Prem
14,2024-10-20,Matchweek 8,Home,Mohamed Salah,Chelsea,Y,0.79,0.79,Left Foot,13.0,29,0-0,Robert Sánchez,,Curtis Jones,Fouled,Mohamed Salah,Shot,,Liverpool,Prem
15,2024-10-20,Matchweek 8,Home,Curtis Jones,Chelsea,Y,0.69,0.97,Right Foot,3.0,51,1-1,Robert Sánchez,Mohamed Salah,Mohamed Salah,Pass (Live),Dominik Szoboszlai,Pass (Live),,Liverpool,Prem
16,2024-10-27,Matchweek 9,Away,Virgil van Dijk,Arsenal,Y*,0.25,0.72,Head,5.0,18,0-1,David Raya,Luis Díaz,Luis Díaz,Pass (Live),Trent Alexander-Arnold,Pass (Dead),,Liverpool,Prem
17,2024-10-27,Matchweek 9,Away,Mohamed Salah,Arsenal,Y,0.29,0.79,Left Foot,13.0,81,1-2,David Raya,Darwin Núñez,Darwin Núñez,Pass (Live),Trent Alexander-Arnold,Pass (Live),,Liverpool,Prem
1,2024-08-18,Matchweek 1,Away,Erling Haaland,Chelsea,Y,0.17,0.18,Left Foot,9.0,18,0-0,Robert Sánchez,Bernardo Silva,Erling Haaland,Take-On,Bernardo Silva,Pass (Live),,Manchester City,Prem
2,2024-08-18,Matchweek 1,Away,Mateo Kovačić,Chelsea,Y,0.08,0.07,Right Foot,23.0,84,1-0,Robert Sánchez,,Mateo Kovačić,Take-On,,,,Manchester City,Prem
3,2024-08-24,Matchweek 2,Home,Erling Haaland,Ipswich Town,Y,0.79,0.84,Left Foot,13.0,12,0-1,Arijanet Muric,,Sávio,Fouled,Manuel Akanji,Pass (Live),,Manchester City,Prem
4,2024-08-24,Matchweek 2,Home,Kevin De Bruyne,Ipswich Town,Y*,0.59,0.97,Left Foot,26.0,14,1-1,Arijanet Muric,Sávio,Sávio,Pass (Live),Sávio,Tackle,,Manchester City,Prem
5,2024-08-24,Matchweek 2,Home,Erling Haaland,Ipswich Town,Y,0.21,0.92,Left Foot,13.0,16,2-1,Arijanet Muric,Kevin De Bruyne,Erling Haaland,Take-On,Kevin De Bruyne,Pass (Live),,Manchester City,Prem
6,2024-08-24,Matchweek 2,Home,Erling Haaland,Ipswich Town,Y,0.04,0.31,Left Foot,25.0,88,3-1,Arijanet Muric,,Bernardo Silva,Pass (Live),İlkay Gündoğan,Pass (Live),,Manchester City,Prem
7,2024-08-31,Matchweek 3,Away,Erling Haaland,West Ham,Y,0.46,0.88,Left Foot,15.0,10,0-0,Alphonse Areola,Bernardo Silva,Bernardo Silva,Pass (Live),,,,Manchester City,Prem
8,2024-08-31,Matchweek 3,Away,Erling Haaland,West Ham,Y,0.08,0.28,Left Foot,16.0,30,1-1,Alphonse Areola,Rico Lewis,Rico Lewis,Pass (Live),Mateo Kovačić,Pass (Live),,Manchester City,Prem
9,2024-08-31,Matchweek 3,Away,Erling Haaland,West Ham,Y,0.55,0.66,Left Foot,20.0,83,2-1,Łukasz Fabiański,Matheus Nunes,Matheus Nunes,Pass (Live),Matheus Nunes,Take-On,,Manchester City,Prem
10,2024-09-14,Matchweek 4,Home,Erling Haaland,Brentford,Y,0.07,0.5,Right Foot,10.0,19,0-1,Mark Flekken,,,,,,Deflected,Manchester City,Prem
11,2024-09-14,Matchweek 4,Home,Erling Haaland,Brentford,Y,0.38,0.22,Left Foot,15.0,32,1-1,Mark Flekken,Ederson,Ederson,Pass (Live),John Stones,Pass (Live),,Manchester City,Prem
12,2024-09-22,Matchweek 5,Home,Erling Haaland,Arsenal,Y,0.51,0.52,Left Foot,15.0,9,0-0,David Raya,Sávio,Sávio,Pass (Live),Sávio,Take-On,,Manchester City,Prem
13,2024-09-22,Matchweek 5,Home,John Stones,Arsenal,N,0.18,0.43,Left Foot,6.0,90+8,1-2,David Raya,,Mateo Kovačić,Shot,,,,Manchester City,Prem
14,2024-09-28,Matchweek 6,Away,Joško Gvardiol,Newcastle Utd,Y,0.08,0.68,Right Foot,10.0,35,0-0,Nick Pope,Jack Grealish,Joško Gvardiol,Take-On,Jack Grealish,Pass (Live),Deflected,Manchester City,Prem
15,2024-10-05,Matchweek 7,Home,Mateo Kovačić,Fulham,Y,0.07,0.39,Right Foot,16.0,32,0-1,Bernd Leno,,Jack Grealish,Tackle,,,Deflected,Manchester City,Prem
16,2024-10-05,Matchweek 7,Home,Mateo Kovačić,Fulham,Y,0.13,0.15,Right Foot,20.0,47,1-1,Bernd Leno,Bernardo Silva,Bernardo Silva,Pass (Live),Phil Foden,Pass (Live),,Manchester City,Prem
17,2024-10-05,Matchweek 7,Home,Jeremy Doku,Fulham,N,0.06,0.07,Right Foot,21.0,82,2-1,Bernd Leno,Rico Lewis,Rico Lewis,Pass (Live),Erling Haaland,Pass (Live),,Manchester City,Prem
18,2024-10-20,Matchweek 8,Away,Joško Gvardiol,Wolves,Y,0.02,0.12,Right Foot,24.0,33,0-1,José Sá,Jeremy Doku,Jeremy Doku,Pass (Live),Joško Gvardiol,Pass (Live),,Manchester City,Prem
19,2024-10-20,Matchweek 8,Away,John Stones,Wolves,Y,0.26,0.4,Head,4.0,90+5,1-1,José Sá,Phil Foden,Phil Foden,Pass (Dead),Phil Foden,Shot,,Manchester City,Prem
20,2024-10-26,Matchweek 9,Home,Erling Haaland,Southampton,Y,0.38,0.34,Left Foot,7.0,5,0-0,Aaron Ramsdale,Matheus Nunes,Matheus Nunes,Pass (Live),Bernardo Silva,Pass (Live),,Manchester City,Prem
1,2024-08-16,Matchweek 1,Home,Joshua Zirkzee,Fulham,N,0.07,0.86,Left Foot,11.0,87,0-0,Bernd Leno,Alejandro Garnacho,Alejandro Garnacho,Pass (Live),Casemiro,Pass (Live),Volley,Manchester Utd,Prem
2,2024-08-24,Matchweek 2,Away,Amad Diallo,Brighton,Y,0.08,0.33,Left Foot,14.0,60,0-1,Jason Steele,Noussair Mazraoui,Noussair Mazraoui,Pass (Live),Kobbie Mainoo,Pass (Live),Deflected,Manchester Utd,Prem
3,2024-09-14,Matchweek 4,Away,Matthijs de Ligt,Southampton,Y,0.34,0.84,Head,7.0,35,0-0,Aaron Ramsdale,Bruno Fernandes,Bruno Fernandes,Pass (Live),Christian Eriksen,Pass (Dead),,Manchester Utd,Prem
4,2024-09-14,Matchweek 4,Away,Marcus Rashford,Southampton,Y,0.01,0.37,Right Foot,23.0,41,1-0,Aaron Ramsdale,Amad Diallo,Amad Diallo,Pass (Live),Christian Eriksen,Pass (Dead),,Manchester Utd,Prem
5,2024-09-14,Matchweek 4,Away,Alejandro Garnacho,Southampton,N,0.3,0.79,Right Foot,10.0,90+6,2-0,Aaron Ramsdale,Diogo Dalot,Diogo Dalot,Pass (Live),Casemiro,Pass (Live),,Manchester Utd,Prem
6,2024-10-19,Matchweek 8,Home,Alejandro Garnacho,Brentford,Y,0.14,0.25,Right Foot,8.0,47,0-1,Mark Flekken,Marcus Rashford,Marcus Rashford,Pass (Live),Christian Eriksen,Pass (Live),Volley,Manchester Utd,Prem
7,2024-10-19,Matchweek 8,Home,Rasmus Højlund,Brentford,Y,0.4,0.65,Left Foot,10.0,62,1-1,Mark Flekken,Bruno Fernandes,Bruno Fernandes,Pass (Live),Christian Eriksen,Pass (Live),,Manchester Utd,Prem
8,2024-10-27,Matchweek 9,Away,Casemiro,West Ham,Y,0.29,0.85,Head,3.0,81,0-1,Łukasz Fabiański,Joshua Zirkzee,Joshua Zirkzee,Shot,,,,Manchester Utd,Prem
1,2024-08-17,Matchweek 1,Home,Joelinton,Southampton,Y,0.17,0.63,Left Foot,15.0,45,0-0,Alex McCarthy,Alexander Isak,Alexander Isak,Pass (Live),Alexander Isak,Interception,,Newcastle Utd,Prem
2,2024-08-25,Matchweek 2,Away,Anthony Gordon,Bournemouth,Y,0.45,0.95,Right Foot,3.0,76,0-1,Neto,Harvey Barnes,Harvey Barnes,Pass (Live),Lewis Hall,Pass (Live),,Newcastle Utd,Prem
3,2024-09-01,Matchweek 3,Home,Harvey Barnes,Tottenham,Y,0.46,0.97,Right Foot,10.0,37,0-0,Guglielmo Vicario,Lloyd Kelly,Lloyd Kelly,Pass (Live),Dan Burn,Pass (Dead),,Newcastle Utd,Prem
4,2024-09-01,Matchweek 3,Home,Alexander Isak,Tottenham,Y,0.92,1.0,Left Foot,4.0,78,1-1,Guglielmo Vicario,Jacob Murphy,Jacob Murphy,Pass (Live),Joelinton,Pass (Live),,Newcastle Utd,Prem
5,2024-09-15,Matchweek 4,Away,Fabian Schär,Wolves,Y,0.03,0.32,Right Foot,30.0,75,0-1,Sam Johnstone,Bruno Guimarães,Bruno Guimarães,Pass (Live),Joe Willock,Pass (Live),Deflected,Newcastle Utd,Prem
6,2024-09-15,Matchweek 4,Away,Harvey Barnes,Wolves,N,0.06,0.82,Right Foot,25.0,80,1-1,Sam Johnstone,Joe Willock,Harvey Barnes,Take-On,Joe Willock,Pass (Live),,Newcastle Utd,Prem
7,2024-09-21,Matchweek 5,Away,Harvey Barnes,Fulham,Y,0.13,0.72,Right Foot,14.0,46,0-2,Bernd Leno,Jacob Murphy,Jacob Murphy,Pass (Live),Jacob Murphy,Pass (Live),Deflected,Newcastle Utd,Prem
8,2024-09-28,Matchweek 6,Home,Anthony Gordon,Manchester City,Y,0.79,0.7,Right Foot,13.0,58,0-1,Ederson,,Anthony Gordon,Fouled,Bruno Guimarães,Pass (Live),,Newcastle Utd,Prem
9,2024-10-27,Matchweek 9,Away,Alexander Isak,Chelsea,Y,0.98,0.99,Right Foot,2.0,32,0-1,Robert Sánchez,Lewis Hall,Lewis Hall,Pass (Live),Harvey Barnes,Pass (Live),Volley,Newcastle Utd,Prem
1,2024-08-17,Matchweek 1,Home,Chris Wood,Bournemouth,Y,0.71,0.95,Right Foot,8.0,23,0-0,Neto,,Ryan Yates,Shot,,,,Nott'ham Forest,Prem
2,2024-08-24,Matchweek 2,Away,Morgan Gibbs-White,Southampton,Y*,0.25,0.87,Right Foot,4.0,70,0-0,Alex McCarthy,,Morgan Gibbs-White,Shot,,,,Nott'ham Forest,Prem
3,2024-08-31,Matchweek 3,Home,Chris Wood,Wolves,Y,0.03,0.1,Head,12.0,10,0-0,Sam Johnstone,Elliot Anderson,Elliot Anderson,Pass (Dead),Callum Hudson-Odoi,Fouled,,Nott'ham Forest,Prem
4,2024-09-14,Matchweek 4,Away,Callum Hudson-Odoi,Liverpool,N,0.07,0.29,Right Foot,24.0,72,0-0,Alisson,Anthony Elanga,Anthony Elanga,Pass (Live),Morgan Gibbs-White,Pass (Live),,Nott'ham Forest,Prem
5,2024-09-22,Matchweek 5,Away,Chris Wood,Brighton,Y,0.79,0.89,Right Foot,13.0,13,0-0,Bart Verbruggen,,Callum Hudson-Odoi,Fouled,,,,Nott'ham Forest,Prem
6,2024-09-22,Matchweek 5,Away,Ramón Sosa,Brighton,N,0.45,0.49,Right Foot,11.0,70,1-2,Bart Verbruggen,Jota Silva,Jota Silva,Pass (Live),Morgan Gibbs-White,Pass (Live),,Nott'ham Forest,Prem
7,2024-10-06,Matchweek 7,Away,Chris Wood,Chelsea,Y,0.16,0.79,Right Foot,10.0,49,0-0,Robert Sánchez,Nikola Milenković,Nikola Milenković,Pass (Live),James Ward-Prowse,Pass (Dead),Volley,Nott'ham Forest,Prem
8,2024-10-21,Matchweek 8,Home,Chris Wood,Crystal Palace,Y,0.02,0.05,Right Foot,26.0,65,0-0,Dean Henderson,,Murillo,Pass (Live),Álex Moreno,Pass (Live),Volley,Nott'ham Forest,Prem
9,2024-10-25,Matchweek 9,Away,Ryan Yates,Leicester City,Y*,0.03,0.22,Right Foot,29.0,16,0-0,Mads Hermansen,,Elliot Anderson,Shot,,,,Nott'ham Forest,Prem
10,2024-10-25,Matchweek 9,Away,Chris Wood,Leicester City,Y,0.09,0.77,Right Foot,15.0,47,1-1,Mads Hermansen,Elliot Anderson,Elliot Anderson,Pass (Live),Callum Hudson-Odoi,Pass (Live),,Nott'ham Forest,Prem
11,2024-10-25,Matchweek 9,Away,Chris Wood,Leicester City,Y,0.23,0.23,Head,11.0,60,2-1,Mads Hermansen,,Nikola Milenković,Pass (Live),,,,Nott'ham Forest,Prem
1,2024-08-31,Matchweek 3,Away,Yukinari Sugawara,Brentford,Y,0.08,0.25,Left Foot,15.0,90+4,0-3,Mark Flekken,Adam Lallana,Adam Lallana,Pass (Live),Tyler Dibling,Pass (Live),,Southampton,Prem
2,2024-09-21,Matchweek 5,Home,Tyler Dibling,Ipswich Town,Y,0.72,0.67,Left Foot,10.0,5,0-0,Arijanet Muric,Adam Lallana,Tyler Dibling,Take-On,Adam Lallana,Pass (Live),,Southampton,Prem
3,2024-09-30,Matchweek 6,Away,Taylor Harwood-Bellis,Bournemouth,Y,0.13,0.62,Head,10.0,51,0-3,Kepa Arrizabalaga,,Charlie Taylor,Pass (Live),Taylor Harwood-Bellis,Shot,,Southampton,Prem
4,2024-10-05,Matchweek 7,Away,Cameron Archer,Arsenal,N,0.06,0.64,Right Foot,15.0,55,0-0,David Raya,Mateus Fernandes,Mateus Fernandes,Pass (Live),Mateus Fernandes,Tackle,Deflected,Southampton,Prem
5,2024-10-19,Matchweek 8,Home,Cameron Archer,Leicester City,Y,0.43,0.96,Left Foot,6.0,8,0-0,Mads Hermansen,,Kyle Walker-Peters,Pass (Live),Flynn Downes,Pass (Dead),,Southampton,Prem
6,2024-10-19,Matchweek 8,Home,Joe Aribo,Leicester City,Y,0.58,0.97,Left Foot,9.0,28,1-0,Mads Hermansen,Kyle Walker-Peters,Kyle Walker-Peters,Pass (Live),Mateus Fernandes,Pass (Live),,Southampton,Prem
1,2024-08-19,Matchweek 1,Away,Pedro Porro,Leicester City,Y,0.09,0.72,Head,9.0,29,0-0,Mads Hermansen,James Maddison,James Maddison,Pass (Live),Son Heung-min,Pass (Live),,Tottenham,Prem
2,2024-08-24,Matchweek 2,Home,Yves Bissouma,Everton,Y,0.1,0.24,Right Foot,21.0,14,0-0,Jordan Pickford,Dejan Kulusevski,Dejan Kulusevski,Pass (Live),Dejan Kulusevski,Take-On,,Tottenham,Prem
3,2024-08-24,Matchweek 2,Home,Son Heung-min,Everton,Y*,0.86,0.99,Right Foot,9.0,25,1-0,Jordan Pickford,,,,,,,Tottenham,Prem
4,2024-08-24,Matchweek 2,Home,Cristian Romero,Everton,Y,0.27,0.51,Head,4.0,71,2-0,Jordan Pickford,James Maddison,James Maddison,Pass (Dead),,,,Tottenham,Prem
5,2024-08-24,Matchweek 2,Home,Son Heung-min,Everton,Y*,0.25,0.24,Left Foot,9.0,77,3-0,Jordan Pickford,Micky van de Ven,Micky van de Ven,Pass (Live),,,,Tottenham,Prem
6,2024-09-01,Matchweek 3,Away,Dan Burn(OG),Newcastle Utd,Y,,,,,56,0-1,Nick Pope,,,,,,Own Goal,Tottenham,Prem
7,2024-09-21,Matchweek 5,Home,Dominic Solanke,Brentford,Y,0.71,0.74,Right Foot,9.0,8,0-1,Mark Flekken,,James Maddison,Shot,,,,Tottenham,Prem
8,2024-09-21,Matchweek 5,Home,Brennan Johnson,Brentford,Y,0.07,0.2,Right Foot,14.0,28,1-1,Mark Flekken,Son Heung-min,Son Heung-min,Pass (Live),James Maddison,Pass (Live),,Tottenham,Prem
9,2024-09-21,Matchweek 5,Home,James Maddison,Brentford,Y,0.51,0.45,Left Foot,13.0,85,2-1,Mark Flekken,Son Heung-min,Son Heung-min,Pass (Live),Cristian Romero,Pass (Live),,Tottenham,Prem
10,2024-09-29,Matchweek 6,Away,Brennan Johnson,Manchester Utd,Y,0.91,0.97,Right Foot,4.0,3,0-0,André Onana,Micky van de Ven,Micky van de Ven,Pass (Live),Destiny Udogie,Interception,,Tottenham,Prem
11,2024-09-29,Matchweek 6,Away,Dejan Kulusevski,Manchester Utd,Y,0.39,0.33,Left Foot,5.0,47,1-0,André Onana,,Dominic Solanke,Pass (Live),Cristian Romero,Pass (Live),Volley,Tottenham,Prem
12,2024-09-29,Matchweek 6,Away,Dominic Solanke,Manchester Utd,Y,0.87,0.85,Right Foot,3.0,77,2-0,André Onana,Pape Matar Sarr,Pape Matar Sarr,Shot,,,,Tottenham,Prem
13,2024-10-06,Matchweek 7,Away,Brennan Johnson,Brighton,Y,0.48,0.67,Left Foot,16.0,23,0-0,Bart Verbruggen,Dominic Solanke,Dominic Solanke,Pass (Live),James Maddison,Pass (Live),,Tottenham,Prem
14,2024-10-06,Matchweek 7,Away,James Maddison,Brighton,Y,0.1,0.15,Right Foot,18.0,37,1-0,Bart Verbruggen,Timo Werner,Timo Werner,Pass (Live),Dominic Solanke,Pass (Live),,Tottenham,Prem
15,2024-10-19,Matchweek 8,Home,Dejan Kulusevski,West Ham,Y,0.1,0.15,Left Foot,18.0,36,0-1,Alphonse Areola,James Maddison,James Maddison,Pass (Live),Dominic Solanke,Pass (Live),,Tottenham,Prem
16,2024-10-19,Matchweek 8,Home,Yves Bissouma,West Ham,Y,0.16,0.14,Right Foot,17.0,52,1-1,Alphonse Areola,Destiny Udogie,Destiny Udogie,Pass (Live),Son Heung-min,Pass (Live),,Tottenham,Prem
17,2024-10-19,Matchweek 8,Home,Alphonse Areola(OG),West Ham,Y,,,,,55,2-1,Alphonse Areola,,,,,,Own Goal,Tottenham,Prem
18,2024-10-19,Matchweek 8,Home,Son Heung-min,West Ham,Y*,0.1,0.2,Left Foot,11.0,60,3-1,Alphonse Areola,Pape Matar Sarr,Pape Matar Sarr,Pass (Live),,,,Tottenham,Prem
1,2024-08-17,Matchweek 1,Home,Lucas Paquetá,Aston Villa,Y,0.79,0.63,Left Foot,13.0,37,0-1,Emiliano Martínez,,Tomáš Souček,Fouled,Lucas Paquetá,Pass (Live),,West Ham,Prem
2,2024-08-24,Matchweek 2,Away,Tomáš Souček,Crystal Palace,Y,0.11,0.28,Left Foot,17.0,67,0-0,Dean Henderson,,Lucas Paquetá,Shot,,,Deflected,West Ham,Prem
3,2024-08-24,Matchweek 2,Away,Jarrod Bowen,Crystal Palace,Y*,0.1,0.58,Left Foot,17.0,72,1-0,Dean Henderson,Max Kilman,Max Kilman,Pass (Live),Max Kilman,Take-On,,West Ham,Prem
4,2024-08-31,Matchweek 3,Home,Rúben Dias(OG),Manchester City,Y,,,,,19,0-1,Ederson,,,,,,Own Goal,West Ham,Prem
5,2024-09-14,Matchweek 4,Away,Danny Ings,Fulham,N,0.25,0.53,Right Foot,12.0,90+5,0-1,Bernd Leno,Jarrod Bowen,Jarrod Bowen,Pass (Live),Vladimír Coufal,Pass (Dead),,West Ham,Prem
6,2024-09-28,Matchweek 6,Away,Tomáš Souček,Brentford,Y,0.22,0.48,Left Foot,8.0,54,0-1,Mark Flekken,Michail Antonio,Michail Antonio,Shot,,,,West Ham,Prem
7,2024-10-05,Matchweek 7,Home,Michail Antonio,Ipswich Town,Y,0.1,0.24,Right Foot,11.0,1,0-0,Arijanet Muric,Jarrod Bowen,Jarrod Bowen,Pass (Live),Tomáš Souček,Pass (Live),Deflected,West Ham,Prem
8,2024-10-05,Matchweek 7,Home,Mohammed Kudus,Ipswich Town,Y,0.51,0.81,Head,2.0,43,1-1,Arijanet Muric,,Michail Antonio,Shot,,,,West Ham,Prem
9,2024-10-05,Matchweek 7,Home,Jarrod Bowen,Ipswich Town,Y*,0.04,0.35,Left Foot,15.0,49,2-1,Arijanet Muric,,Michail Antonio,Shot,,,,West Ham,Prem
10,2024-10-05,Matchweek 7,Home,Lucas Paquetá,Ipswich Town,Y,0.9,0.99,Right Foot,4.0,69,3-1,Arijanet Muric,,Michail Antonio,Shot,,,,West Ham,Prem
11,2024-10-19,Matchweek 8,Away,Mohammed Kudus,Tottenham,Y,0.07,0.76,Right Foot,10.0,18,0-0,Guglielmo Vicario,,Aaron Wan-Bissaka,Pass (Live),Aaron Wan-Bissaka,Shot,,West Ham,Prem
12,2024-10-27,Matchweek 9,Home,Crysencio Summerville,Manchester Utd,N,0.53,0.91,Right Foot,3.0,74,0-0,André Onana,Danny Ings,Danny Ings,Shot,,,,West Ham,Prem
13,2024-10-27,Matchweek 9,Home,Jarrod Bowen,Manchester Utd,Y*,0.79,0.92,Left Foot,13.0,90+2,1-1,André Onana,,Danny Ings,Fouled,Aaron Wan-Bissaka,Pass (Live),,West Ham,Prem
1,2024-08-25,Matchweek 2,Home,Matheus Cunha,Chelsea,Y,0.46,0.16,Right Foot,11.0,27,0-1,Robert Sánchez,Rayan Aït-Nouri,Rayan Aït-Nouri,Pass (Live),Jean-Ricner Bellegarde,Tackle,,Wolves,Prem
2,2024-08-25,Matchweek 2,Home,Jørgen Strand Larsen,Chelsea,Y,0.49,0.56,Right Foot,8.0,45+6,1-2,Robert Sánchez,Toti Gomes,Toti Gomes,Pass (Live),Rayan Aït-Nouri,Pass (Dead),Volley,Wolves,Prem
3,2024-08-31,Matchweek 3,Away,Jean-Ricner Bellegarde,Nott'ham Forest,Y,0.04,0.36,Right Foot,27.0,12,0-1,Matz Sels,Mario Lemina,Mario Lemina,Pass (Live),,,,Wolves,Prem
